latest_date,stock_id,name,market,observed_days,close,5d_avg_price,close_vs_avg_pct,5d_volume_lot,5d_foreign_net_lot,5d_trust_net_lot,5d_inst_net_lot,foreign_net_volume_pct,trust_net_volume_pct,foreign_buy_streak,foreign_sell_streak,trust_buy_streak,trust_sell_streak,latest_foreign_net_lot,latest_trust_net_lot,top_buy_branch_name,top_buy_branch_net_lot,top_buy_branch_avg_price,top_sell_branch_name,top_sell_branch_net_lot,top_sell_branch_avg_price,branch_score,chip_score,total_score
2026-04-24,1203,味王,TWSE,5,44.1,43.8914,0.48,187.72,39.0,1.0,40.0,20.78,0.53,1,0,1,0,5.0,1.0,,,,,,,0.0,43.83,43.83
2026-04-24,9906,欣巴巴,TWSE,5,39.1,40.0012,-2.25,614.09,74.0,0.0,74.0,12.05,0.0,4,0,0,0,10.0,0.0,,,,,,,0.0,43.64,43.64
2026-04-24,6244,茂迪,TPEX,5,28.3,28.4443,-0.51,43690.0,4985.12,0.0,4985.12,11.41,0.0,4,0,0,0,2513.0,0.0,,,,,,,0.0,43.13,43.13
2026-04-24,6175,立敦,TPEX,5,63.5,64.7126,-1.87,26089.0,2520.29,0.0,2520.29,9.66,0.0,5,0,0,0,297.0,0.0,,,,,,,0.0,43.05,43.05
2026-04-24,7770,君曜,TPEX,5,50.0,50.3045,-0.61,187.0,18.0,0.0,18.0,9.63,0.0,5,0,0,0,6.0,0.0,,,,,,,0.0,42.95,42.95
2026-04-24,6874,倍力,TPEX,5,89.4,87.5945,2.06,398.0,43.0,0.0,43.0,10.8,0.0,4,0,0,0,33.0,0.0,,,,,,,0.0,42.64,42.64
2026-04-24,2722,夏都,TWSE,5,23.9,24.1771,-1.15,329.14,50.0,0.0,50.0,15.19,0.0,2,0,0,0,11.0,0.0,,,,,,,0.0,42.0,42.0
2026-04-24,2910,統領,TWSE,5,22.1,22.5994,-2.21,88.2,21.0,0.0,21.0,23.81,0.0,2,0,0,0,2.0,0.0,,,,,,,0.0,42.0,42.0
2026-04-24,1709,和益,TWSE,5,18.65,18.8083,-0.84,2943.7,441.0,0.0,441.0,14.98,0.0,2,0,0,0,84.0,0.0,,,,,,,0.0,41.98,41.98
2026-04-24,2637,慧洋-KY,TWSE,5,72.0,73.7128,-2.32,14544.54,1614.72,736.27,2351.0,11.1,5.06,0,2,0,2,-413.3,-10.65,,,,,,,0.0,41.66,41.66
2026-04-24,6498,久禾光,TPEX,5,90.0,92.3362,-2.53,437.0,60.0,0.0,60.0,13.73,0.0,2,0,0,0,19.0,0.0,,,,,,,0.0,40.98,40.98
2026-04-24,3526,凡甲,TPEX,5,269.5,271.2295,-0.64,2603.0,401.61,-61.0,340.61,15.43,-2.34,5,0,0,0,39.0,0.0,,,,,,,0.0,40.61,40.61
2026-04-24,1785,光洋科,TPEX,5,146.0,150.3811,-2.91,57683.0,2786.97,79.62,2866.59,4.83,0.14,4,0,5,0,2074.02,26.0,,,,,,,0.0,40.48,40.48
2026-04-24,2476,鉅祥,TWSE,5,123.5,121.6645,1.51,54122.18,4880.41,165.0,5045.41,9.02,0.3,4,0,0,0,160.05,0.0,,,,,,,0.0,40.25,40.25
2026-04-24,1233,天仁,TWSE,5,28.6,28.7576,-0.55,89.53,29.0,0.0,29.0,32.39,0.0,1,0,0,0,4.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,1235,興泰,TWSE,5,44.9,46.0584,-2.52,129.53,29.0,0.0,29.0,22.39,0.0,1,0,0,0,2.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,1470,大統新創,TWSE,5,22.6,22.6284,-0.13,64.44,13.0,0.0,13.0,20.17,0.0,1,0,0,0,2.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,1527,鑽全,TWSE,5,32.45,32.8137,-1.11,1166.69,198.0,0.0,198.0,16.97,0.0,1,0,0,0,19.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,2227,裕日車,TWSE,5,54.4,55.2062,-1.46,217.81,89.0,0.0,89.0,40.86,0.0,1,0,0,0,4.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,2250,IKKA-KY,TWSE,5,63.6,64.3653,-1.19,353.53,108.0,0.0,108.0,30.55,0.0,1,0,0,0,31.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,2414,精技,TWSE,5,46.0,45.766,0.51,1328.29,227.7,0.0,227.7,17.14,0.0,1,0,0,0,3.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,3057,喬鼎,TWSE,5,19.3,18.8789,2.23,2502.76,472.0,0.0,472.0,18.86,0.0,1,0,0,0,160.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,3501,維熹,TWSE,5,47.35,47.8951,-1.14,915.44,173.91,0.0,173.91,19.0,0.0,1,0,0,0,56.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,3546,宇峻,TPEX,5,70.9,70.3571,0.77,1070.0,180.0,0.0,180.0,16.82,0.0,1,0,0,0,20.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,4157,太景*-KY,TPEX,5,10.1,10.2172,-1.15,6870.0,1072.0,0.0,1072.0,15.6,0.0,1,0,0,0,380.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,5906,台南-KY,TWSE,5,50.0,49.4371,1.14,10.93,5.0,0.0,5.0,45.74,0.0,1,0,0,0,1.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,6183,關貿,TWSE,5,94.0,94.8305,-0.88,177.98,30.98,0.0,30.98,17.41,0.0,1,0,0,0,1.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,6535,順藥,TPEX,5,125.0,128.8055,-2.95,1257.0,199.0,0.0,199.0,15.83,0.0,1,0,0,0,65.0,0.0,,,,,,,0.0,40.0,40.0
2026-04-24,6655,科定,TWSE,5,140.5,139.2185,0.92,49.48,17.0,0.0,17.0,34.36,0.0,1,0,0,0,1.0,0.0,,,,,,,0.0,40.0,40.0
