latest_date,stock_id,name,market,industry,sub_industry,observed_days,close,pe_ratio,dividend_yield,pb_ratio,period_return_pct,rsi14,volatility_pct,close_vs_high_pct,close_vs_low_pct,avg_turnover_100m,momentum_score,history_days,return_6m_pct,return_12m_pct,rs_6m_pct,rs_12m_pct,close_vs_52w_high_pct,close_vs_52w_low_pct,close_vs_ma60_pct,close_vs_ma240_pct,long_momentum_score,valuation_score,disp_date,big_holder_pct,big_holder_change_1w,big_holder_change_4w,holder_400_pct,retail_pct,retail_change_1w,dispersion_score,fin_quarter,gross_margin_pct,operating_margin_pct,net_margin_pct,gross_margin_streak,eps_ttm,pe_ttm,pe_percentile,pe_median_1y,eps_single_q,eps_yoy_pct,operating_margin_yoy_pt,mispriced_score,mispriced_earnings_score,mispriced_cheap_score,mispriced_trap_penalty,mispriced_cyclical_peak,eps_ttm_at_high,mispriced_reason,fundamental_score,multifactor_score,20d_avg_price,close_vs_avg_pct,20d_volume_lot,latest_volume_lot,volume_avg_lot,volume_5d_avg_lot,volume_ratio_1d,volume_ratio_5d,volume_score,volume_signal,20d_foreign_net_lot,20d_trust_net_lot,20d_inst_net_lot,foreign_net_volume_pct,trust_net_volume_pct,foreign_buy_streak,foreign_sell_streak,trust_buy_streak,trust_sell_streak,latest_foreign_net_lot,latest_trust_net_lot,top_buy_branch_name,top_buy_branch_net_lot,top_buy_branch_avg_price,top_buy_branch_est_cost,branch_buy_streak,branch_streak_broker,top_buy_is_day_trader,top_sell_branch_name,top_sell_branch_net_lot,top_sell_branch_avg_price,branch_score,chip_score,margin_balance_change_lot,short_balance_change_lot,margin_score,base_score,branch_status,confluence_score,complete_chip_score,confluence_inst_score,confluence_branch_score,confluence_price_score,confluence_streak_score,confluence_direction_score,revenue_momentum_score,selection_score,revenue_month,revenue_mom_pct,revenue_yoy_pct,revenue_cumulative_yoy_pct,inst_net_volume_pct,top_buy_branch_volume_pct,close_vs_top_buy_avg_pct,selection_reason,base_reason,total_score
2026-07-29,2867,三商壽,TWSE,金融保險業,,20,9.37,66.93,0.0,0.71,13.58,70.73,21.9,-2.9,13.58,1.647,12.15,251,18.76,74.81,-6.52,4.74,-2.9,88.15,12.58,26.47,11.09,0.0,2026-07-24,82.89,0.49,1.19,86.18,8.93,-0.24,5.92,2026Q1,,,,0,0.14,66.93,54.4,63.64,-0.03,-200.0,,0.0,0.0,0.0,0.0,,0,最新單季虧損,1.5,83.12,8.9917,4.21,366413.36,40156.99,18320.67,19708.06,2.19,1.08,18.51,強放量,106497.96,0.0,106497.96,29.06,0.0,5,0,0,0,4105.69,0.0,元大證券,71127.0,,8.75,0,元大證券,0,群益金鼎,25014.0,,19.88,42.0,-13,26,0.01,43.21,已取得,63.79,107.0,22.5,23.29,6.0,6.0,6.0,1.2,43.21,2026-06,-50.67,-192.72,161.23,29.06,19.41,,外資主導買超；前大買超分點約占成交 19.41%；收盤距區間均價 4.21%；連買：外5 / 投0；營收 2026-06，月增 -50.67%，年增 -192.72%，累計年增 161.23%,外資買超；融資下降；強放量；千張大戶增持；營收 2026-06，月增 -50.67%，年增 -192.72%，累計年增 161.23%,43.21
2026-07-29,2357,華碩,TWSE,電腦及週邊設備業,AI伺服器/組裝,20,761.0,13.6,5.52,1.97,15.83,67.79,39.95,-2.44,19.84,34.783,13.0,252,47.77,14.95,22.49,-55.12,-21.06,55.31,4.24,20.1,11.48,4.5,2026-07-24,62.71,0.8,-0.34,72.96,19.14,-0.6,3.48,2026Q1,14.86,5.71,4.7,-1,55.96,13.6,77.4,12.51,13.19,-23.4,-2.81,0.5,-5.5,6.0,0.0,0,0,毛利率連 1 季降、月營收年增 56%、PE 13.6（一年 77% 分位）、距 52 週高點 -21%,0.3,89.26,704.4205,8.03,98755.55,7000.15,4937.78,4244.81,1.42,0.86,5.77,正常,28448.7,-2817.86,25630.84,28.81,-2.85,2,0,3,0,1574.59,52.33,台灣摩根士丹利,7317.0,,704.47,0,台灣摩根士丹利,0,華南永昌,4431.0,,6.65,32.37,-189,28,0.21,53.61,已取得,44.59,98.2,22.5,8.89,0.0,7.2,6.0,21.03,53.61,2026-06,54.46,55.63,38.85,25.95,7.41,,外資主導買超；前大買超分點約占成交 7.41%；收盤距區間均價 8.03%；連買：外2 / 投3；營收 2026-06，月增 54.46%，年增 55.63%，累計年增 38.85%,外資買超；融資下降；千張大戶增持；營收 2026-06，月增 54.46%，年增 55.63%，累計年增 38.85%,53.61
2026-07-29,2480,敦陽科,TWSE,資訊服務業,,20,156.0,18.59,5.0,5.56,0.0,43.4,26.97,-6.59,2.97,0.486,0.0,252,11.43,-4.29,-13.84,-74.37,-15.68,15.13,1.11,1.18,3.48,3.0,2026-07-24,18.0,-0.01,1.08,30.86,54.31,-0.15,1.42,2026Q1,23.46,12.41,11.55,-2,8.39,18.59,41.3,18.9,2.63,17.4,-0.31,0.0,0.0,0.0,0.0,,1,日均量 304 張偏低（門檻 500）,0.6,69.16,159.8702,-2.42,6073.82,380.3,303.69,213.18,1.25,0.7,1.26,正常,1732.7,32.43,1765.13,28.53,0.53,8,0,0,0,43.37,0.0,摩根大通,410.0,,158.16,6,摩根大通,0,凱基-湖口,115.0,,21.15,49.33,-102,0,1.68,60.03,已取得,56.6,116.63,22.5,8.1,6.0,6.0,14.0,9.02,60.03,2026-06,33.22,14.66,14.96,29.06,6.75,,外資與投信同買；前大買超分點約占成交 6.75%；收盤距區間均價 -2.42%；連買：外8 / 投0；營收 2026-06，月增 33.22%，年增 14.66%，累計年增 14.96%,外資買超；投信買超；融資下降；主力分點連6買；毛利率連2降；營收 2026-06，月增 33.22%，年增 14.66%，累計年增 14.96%,60.03
2026-07-29,8467,波力-KY,TWSE,運動休閒,,20,101.0,11.73,6.99,1.91,-11.01,31.82,36.63,-14.41,2.54,0.022,-6.0,251,-47.12,-31.76,-72.39,-101.83,-50.49,2.54,-17.03,-34.38,-12.0,6.0,2026-07-24,73.88,0.0,0.0,82.01,9.67,-0.01,0.0,2026Q1,37.02,17.36,7.23,-2,8.26,12.23,6.4,13.53,0.83,-68.1,-7.84,0.0,0.0,0.0,0.0,,0,日均量 20 張偏低（門檻 500）,-0.9,31.65,106.5895,-5.24,406.61,26.33,20.33,15.95,1.3,0.78,3.1,正常,115.05,0.0,115.05,28.3,0.0,9,0,0,0,11.8,0.0,美林,29.0,,112.24,0,美林,0,統一-新台中,54.0,,5.92,45.0,-49,0,8.0,43.0,已取得,43.06,86.06,22.5,8.56,0.0,6.0,6.0,-10,43.0,2026-06,-21.14,-45.26,-13.45,28.3,7.13,,外資主導買超；前大買超分點約占成交 7.13%；收盤距區間均價 -5.24%；連買：外9 / 投0；營收 2026-06，月增 -21.14%，年增 -45.26%，累計年增 -13.45%,外資買超；融資下降；年線之下；毛利率連2降；營收 2026-06，月增 -21.14%，年增 -45.26%，累計年增 -13.45%,43.0
2026-07-29,2908,特力,TWSE,貿易百貨業,,20,22.15,55.38,2.48,1.63,3.99,64.52,13.34,0.0,4.48,0.046,11.39,252,9.11,11.03,-16.16,-59.04,0.0,13.59,3.83,8.09,8.97,-2.0,2026-07-24,89.7,-0.05,-0.17,92.16,5.55,-0.02,-0.91,2026Q1,29.58,2.94,1.71,2,0.4,55.37,29.8,94.52,0.32,113.3,1.46,0.0,0.0,0.0,0.0,,1,日均量 214 張偏低（門檻 500）,3.9,73.57,21.5856,2.61,4279.99,197.16,214.0,134.89,0.92,0.63,-6.86,正常,1209.14,1.0,1210.14,28.25,0.02,4,0,0,0,123.9,0.0,台灣摩根士丹利,272.0,,21.68,4,台灣摩根士丹利,0,第一金-高雄,275.0,,17.61,46.06,-348,0,8.0,55.65,已取得,54.93,110.58,22.5,7.63,6.0,4.8,14.0,1.59,55.65,2026-06,4.73,0.79,5.51,28.27,6.36,,外資與投信同買；前大買超分點約占成交 6.36%；收盤距區間均價 2.61%；連買：外4 / 投0；營收 2026-06，月增 4.73%，年增 0.79%，累計年增 5.51%,外資買超；投信買超；融資下降；接近區間高點；逼近52週高點；主力分點連4買；毛利率連2升；營收 2026-06，月增 4.73%，年增 0.79%，累計年增 5.51%,55.65
2026-07-29,9925,新保,TWSE,其他業,,20,40.5,16.8,4.94,1.15,-0.25,46.48,13.52,-2.64,2.14,0.222,-0.15,252,-0.49,0.12,-25.76,-69.95,-3.8,2.14,-0.2,-0.46,-6.14,5.0,2026-07-24,62.5,0.82,0.44,69.06,22.99,-0.0,5.32,2026Q1,32.17,10.67,8.53,1,2.41,16.8,38.5,17.03,0.47,9.3,0.07,11.5,6.0,5.5,0.0,0,0,單季 EPS 年增 9%、毛利率連 1 季升、月營收年增 3%、PE 16.8（一年 38% 分位）、距 52 週高點 -4%,2.7,69.41,40.8409,-0.83,10875.27,1327.6,543.76,932.95,2.44,1.72,30.0,強放量,3067.15,0.0,3067.15,28.2,0.0,4,0,0,0,849.8,0.0,摩根大通,658.0,,41.09,0,摩根大通,0,新光-桃園,191.0,,16.38,46.0,-7,0,0.06,47.68,已取得,46.56,94.24,22.5,7.26,6.0,4.8,6.0,1.62,47.68,2026-06,2.07,3.31,4.85,28.2,6.05,,外資主導買超；前大買超分點約占成交 6.05%；收盤距區間均價 -0.83%；連買：外4 / 投0；營收 2026-06，月增 2.07%，年增 3.31%，累計年增 4.85%,外資買超；融資下降；強放量；年線之下；千張大戶增持；營收 2026-06，月增 2.07%，年增 3.31%，累計年增 4.85%,47.68
2026-07-29,2008,高興昌,TWSE,鋼鐵工業,,20,30.75,41.0,3.25,1.56,-0.16,60.91,25.09,-3.61,6.59,0.012,3.9,252,6.03,26.8,-19.24,-43.27,-3.61,28.12,4.05,9.06,2.29,-0.5,2026-07-24,91.06,-0.02,0.13,92.39,5.06,-0.04,0.23,2026Q1,17.22,9.79,,-1,0.75,41.0,25.5,48.42,0.13,116.7,2.72,0.0,0.0,0.0,0.0,,1,日均量 40 張偏低（門檻 500）,0.3,48.2,30.2118,1.78,806.37,39.53,40.32,40.91,0.98,1.01,0.0,正常,226.5,0.0,226.5,28.09,0.0,1,0,0,0,31.3,0.0,元大-博愛,126.0,,30.19,0,元大-博愛,0,大昌-新店,155.0,,19.14,40.0,-27,0,3.35,41.98,已取得,54.45,96.43,22.5,18.75,6.0,1.2,6.0,-1.37,41.98,2026-06,4.88,4.61,-17.43,28.09,15.63,,外資主導買超；前大買超分點約占成交 15.63%；收盤距區間均價 1.78%；連買：外1 / 投0；營收 2026-06，月增 4.88%，年增 4.61%，累計年增 -17.43%,外資買超；融資下降；營收 2026-06，月增 4.88%，年增 4.61%，累計年增 -17.43%,41.98
2026-07-29,6965,中傑-KY,TWSE,運動休閒,,20,78.5,48.76,6.37,1.0,2.21,45.35,16.42,-2.73,3.97,0.029,1.33,252,-5.88,-27.31,-31.15,-97.39,-29.28,9.94,-1.4,-9.09,-7.19,3.0,2026-07-24,90.88,0.02,0.08,92.36,5.2,-0.13,0.9,2026Q1,10.05,-1.69,-2.1,-1,1.59,49.37,86.9,15.13,-0.64,-150.4,-4.77,0.0,0.0,0.0,0.0,,0,最新單季虧損,-2.7,46.29,78.4092,0.12,744.5,72.7,37.23,33.01,1.95,0.89,12.63,放量,208.3,0.0,208.3,27.98,0.0,4,0,0,0,48.7,0.0,國泰-台中,100.0,,77.78,0,國泰-台中,0,富邦-竹北,33.0,,23.9,46.0,-2,0,0.27,44.64,已取得,55.42,100.06,22.5,16.12,6.0,4.8,6.0,-1.63,44.64,2026-06,-15.07,7.52,-7.34,27.98,13.43,,外資主導買超；前大買超分點約占成交 13.43%；收盤距區間均價 0.12%；連買：外4 / 投0；營收 2026-06，月增 -15.07%，年增 7.52%，累計年增 -7.34%,外資買超；融資下降；放量；年線之下；營收 2026-06，月增 -15.07%，年增 7.52%，累計年增 -7.34%,44.64
2026-07-29,2524,京城,TWSE,建材營造業,,20,36.25,63.6,0.0,0.63,1.54,55.92,35.72,-5.84,6.3,0.04,4.92,252,-12.65,-12.44,-37.92,-82.51,-32.87,11.54,1.29,-10.15,-11.87,0.0,2026-07-24,91.56,0.01,-0.17,93.18,5.1,0.01,-0.43,2026Q1,48.54,35.59,20.08,-2,0.58,62.5,91.7,6.11,0.36,-75.8,-0.47,0.0,0.0,0.0,0.0,,0,日均量 110 張偏低（門檻 500）,2.1,45.28,36.3496,-0.27,2199.79,290.84,109.99,136.98,2.64,1.25,24.93,強放量,608.37,0.0,608.37,27.66,0.0,3,0,0,0,128.4,0.0,,,,,,,0,,,,0.0,44.0,-90,2,4.09,38.09,未取得,0.0,38.09,0.0,0.0,0.0,0.0,0.0,-10,38.09,2026-06,-12.62,-27.93,-52.75,,,,營收 2026-06，月增 -12.62%，年增 -27.93%，累計年增 -52.75%,外資買超；融資下降；強放量；年線之下；毛利率連2降；營收 2026-06，月增 -12.62%，年增 -27.93%，累計年增 -52.75%,38.09
2026-07-29,8462,柏文,TWSE,運動休閒,,20,164.0,17.67,4.44,4.8,14.69,61.11,29.88,-2.38,16.31,0.382,12.81,252,10.44,14.29,-14.84,-55.79,-3.53,22.85,12.09,9.23,3.26,3.0,2026-07-24,58.8,1.3,-1.24,65.41,23.99,-0.01,3.0,2026Q1,33.57,16.17,11.75,-1,9.36,17.52,35.3,20.14,2.42,56.1,3.54,0.0,0.0,0.0,0.0,,1,日均量 242 張偏低（門檻 500）,1.8,75.14,157.9531,3.83,4832.19,416.67,241.61,179.01,1.72,0.74,7.55,放量,1323.66,3.0,1326.66,27.39,0.06,4,0,0,0,194.99,0.0,台灣摩根士丹利,349.0,,159.86,0,台灣摩根士丹利,0,國票-敦北法人,340.0,,15.15,40.16,-11,5,0.29,47.5,已取得,55.97,103.47,22.5,8.67,6.0,4.8,14.0,7.05,47.5,2026-06,1.64,20.11,20.24,27.45,7.22,,外資與投信同買；前大買超分點約占成交 7.22%；收盤距區間均價 3.83%；連買：外4 / 投0；營收 2026-06，月增 1.64%，年增 20.11%，累計年增 20.24%,外資買超；投信買超；融資下降；放量；千張大戶增持；營收 2026-06，月增 1.64%，年增 20.11%，累計年增 20.24%,47.5
2026-07-29,4938,和碩,TWSE,電腦及週邊設備業,EMS組裝,20,82.0,18.85,4.89,1.08,-0.73,45.67,33.25,-9.29,2.5,9.792,-0.44,252,16.81,2.5,-8.46,-67.57,-20.0,21.48,-3.06,7.86,4.67,3.5,2026-07-24,73.82,0.76,0.51,78.16,17.65,-0.56,6.0,2026Q1,4.42,1.16,0.64,1,4.35,18.85,83.7,14.9,0.58,-64.2,0.25,4.5,0.0,4.5,0.0,0,0,毛利率連 1 季升、月營收年增 16%、PE 18.9（一年 84% 分位）、距 52 週高點 -20%,2.7,38.21,84.3439,-2.78,232195.16,10809.85,11609.76,16114.18,0.93,1.39,5.38,放量,63454.49,-29611.22,33843.26,27.33,-12.75,0,2,3,0,-1620.47,148.0,,,,,,,0,,,,0.0,16.16,-2961,38,1.28,19.09,未取得,0.0,19.09,0.0,0.0,0.0,0.0,0.0,1.65,19.09,2026-06,-4.86,15.9,-3.93,,,,營收 2026-06，月增 -4.86%，年增 15.9%，累計年增 -3.93%,外資買超；融資下降；放量；千張大戶增持；營收 2026-06，月增 -4.86%，年增 15.9%，累計年增 -3.93%,19.09
2026-07-29,6958,日盛台駿,TWSE,其他業,,20,18.65,,0.0,0.79,11.01,70.83,39.45,-2.61,12.69,0.011,10.61,252,21.1,-9.25,-4.17,-79.32,-19.44,25.17,7.1,6.73,5.61,2.0,2026-07-24,93.0,0.25,0.25,94.14,4.0,-0.04,3.25,2026Q1,28.35,4.61,3.21,-1,-1.88,,,,0.2,,11.96,0.0,0.0,0.0,0.0,,0,近四季 EPS 未轉正或缺財報,-3.2,63.03,17.8368,4.56,1254.56,166.26,62.73,60.38,2.65,0.96,20.4,強放量,342.7,0.0,342.7,27.32,0.0,3,0,0,0,117.0,0.0,,,,,,,0,,,,0.0,38.0,-9,0,0.72,34.56,未取得,0.0,34.56,0.0,0.0,0.0,0.0,0.0,-4.16,34.56,2026-06,-6.25,-10.05,-10.03,,,,營收 2026-06，月增 -6.25%，年增 -10.05%，累計年增 -10.03%,外資買超；融資下降；強放量；營收 2026-06，月增 -6.25%，年增 -10.05%，累計年增 -10.03%,34.56
2026-07-29,2539,櫻花建,TWSE,建材營造業,,20,42.65,15.07,6.57,2.72,8.66,71.6,26.3,-2.4,10.78,0.464,9.2,252,-11.7,-34.49,-36.97,-104.56,-39.16,28.85,9.84,-9.29,-11.77,4.5,2026-07-24,84.27,-0.03,-0.02,87.02,8.61,-0.01,-0.3,2026Q1,45.36,40.49,32.9,4,2.57,16.6,88.5,11.57,0.68,-56.7,5.41,11.5,6.0,5.5,0.0,0,0,毛利率連 4 季升、月營收年增 80%、PE 15.1（一年 88% 分位）、距 52 週高點 -39%,8.0,64.15,40.6893,4.82,22827.15,4230.87,1141.36,1469.15,3.71,1.29,25.6,強放量,6131.05,-745.81,5385.24,26.86,-3.27,3,0,0,0,1754.14,0.0,,,,,,,0,,,,0.0,29.83,-108,2,0.48,41.72,未取得,0.0,41.72,0.0,0.0,0.0,0.0,0.0,11.41,41.72,2026-06,-64.24,79.55,22.59,,,,營收 2026-06，月增 -64.24%，年增 79.55%，累計年增 22.59%,外資買超；融資下降；強放量；年線之下；毛利率連4升；營收 2026-06，月增 -64.24%，年增 79.55%，累計年增 22.59%,41.72
2026-07-29,4736,泰博,TWSE,生技醫療業,,20,129.5,7.09,3.86,1.29,4.86,64.0,13.96,-2.63,5.28,0.246,6.92,252,-4.43,4.44,-29.7,-65.64,-10.69,11.64,3.34,3.02,-0.01,6.5,2026-07-24,44.86,-0.01,-0.01,51.03,39.39,-0.16,-0.11,2026Q1,49.5,25.4,26.51,1,18.27,7.09,17.9,8.27,2.99,,1.19,0.0,0.0,0.0,0.0,,1,日均量 192 張偏低（門檻 500）,5.7,76.28,128.3775,0.87,3839.09,252.9,191.95,243.83,1.32,1.27,11.13,正常,1025.87,30.0,1055.87,26.72,0.78,4,0,0,0,68.39,0.0,美商高盛,230.0,,127.89,0,美商高盛,0,元大-斗信,70.0,,16.28,47.95,-64,0,1.67,51.72,已取得,54.49,106.21,22.5,7.19,6.0,4.8,14.0,2.1,51.72,2026-06,12.83,2.09,1.15,27.5,5.99,,外資與投信同買；前大買超分點約占成交 5.99%；收盤距區間均價 0.87%；連買：外4 / 投0；營收 2026-06，月增 12.83%，年增 2.09%，累計年增 1.15%,外資買超；投信買超；融資下降；營收 2026-06，月增 12.83%，年增 2.09%，累計年增 1.15%,51.72
2026-07-29,1470,大統新創,TWSE,紡織纖維,,20,22.95,26.38,2.83,2.0,7.75,68.25,31.65,-2.13,11.68,0.002,8.65,192,4.08,,-21.19,,-6.71,17.39,3.32,,-2.13,0.0,2026-07-24,70.24,0.01,0.01,87.26,5.38,-0.01,0.61,2026Q1,26.99,12.27,13.94,-1,0.86,26.69,30.2,29.29,0.31,34.8,4.71,0.0,0.0,0.0,0.0,,1,日均量 9 張偏低（門檻 500）,1.8,64.01,22.2629,3.09,170.62,20.08,8.53,6.85,2.35,0.8,16.1,強放量,45.1,0.0,45.1,26.43,0.0,5,0,0,0,11.08,0.0,永豐金-松山,20.0,,22.6,0,永豐金-松山,0,群益金鼎-東湖,19.0,,18.5,42.0,-1,0,0.59,47.03,已取得,54.57,101.6,22.5,14.07,6.0,6.0,6.0,4.44,47.03,2026-06,33.99,10.84,-9.94,26.43,11.72,,外資主導買超；前大買超分點約占成交 11.72%；收盤距區間均價 3.09%；連買：外5 / 投0；營收 2026-06，月增 33.99%，年增 10.84%，累計年增 -9.94%,外資買超；融資下降；強放量；營收 2026-06，月增 33.99%，年增 10.84%，累計年增 -9.94%,47.03
2026-07-29,2227,裕日車,TWSE,汽車工業,,20,50.8,54.62,1.65,0.83,2.73,65.35,15.2,-1.36,5.61,0.024,10.64,252,-5.05,-16.72,-30.32,-86.79,-19.37,5.61,1.65,-5.03,-7.1,0.0,2026-07-24,93.27,0.0,0.0,93.51,5.76,-0.04,0.0,2026Q1,11.08,-4.18,-8.42,3,0.93,54.62,99.6,42.31,-0.89,,-2.72,0.0,0.0,0.0,0.0,,0,最新單季虧損,2.0,61.93,50.0481,1.5,969.03,118.81,48.45,71.58,2.45,1.48,28.06,強放量,249.16,0.0,249.16,25.71,0.0,3,0,0,0,96.3,0.0,凱基-內湖,66.0,,,,,0,元大-大里德芳,30.0,,6.63,44.0,,,0.0,42.36,已取得,46.27,88.63,22.5,8.17,6.0,3.6,6.0,-1.64,42.36,2026-06,13.63,-1.91,-18.32,25.71,6.81,,外資主導買超；前大買超分點約占成交 6.81%；收盤距區間均價 1.5%；連買：外3 / 投0；營收 2026-06，月增 13.63%，年增 -1.91%，累計年增 -18.32%,外資買超；強放量；接近區間高點；年線之下；毛利率連3升；營收 2026-06，月增 13.63%，年增 -1.91%，累計年增 -18.32%,42.36
2026-07-29,5213,亞昕,TPEX,建材營造業,,20,21.4,15.07,13.08,1.09,-4.46,31.25,15.15,-6.55,0.71,0.066,-2.68,252,-14.06,-19.55,-39.33,-89.62,-24.91,0.71,-10.8,-14.25,-8.01,6.5,2026-07-24,84.32,0.1,0.11,86.24,10.47,-0.09,1.63,2026Q1,29.2,11.81,-6.89,1,1.39,15.4,78.2,8.16,-0.12,-107.7,-8.21,0.0,0.0,0.0,0.0,,0,最新單季虧損,-0.3,35.4,22.1588,-3.42,5992.0,325.0,299.6,214.0,1.08,0.71,-3.55,正常,1526.68,0.0,1526.68,25.48,0.0,14,0,0,0,41.13,0.0,,,,,,,0,,,,0.0,45.0,-331,-99,5.03,40.03,未取得,0.0,40.03,0.0,0.0,0.0,0.0,0.0,-10,40.03,2026-06,-45.27,-40.52,-56.57,,,,營收 2026-06，月增 -45.27%，年增 -40.52%，累計年增 -56.57%,外資買超；融資下降；年線之下；營收 2026-06，月增 -45.27%，年增 -40.52%，累計年增 -56.57%,40.03
2026-07-29,2812,台中銀,TWSE,金融保險業,,20,20.65,13.32,5.13,1.33,3.77,51.72,12.17,-0.96,4.29,3.754,7.26,252,1.47,-7.19,-23.8,-77.26,-14.14,14.09,4.7,-1.1,-5.71,6.5,2026-07-24,54.13,0.05,0.43,59.3,28.59,-0.07,2.19,2026Q1,,,,0,1.54,13.41,23.8,14.25,0.4,2.6,,16.5,5.0,11.5,0.0,0,1,單季 EPS 年增 3%、月營收年增 17%、PE 13.3（一年 24% 分位）、距 52 週高點 -14%,1.5,78.44,20.4825,0.82,366530.56,35075.6,18326.53,24855.49,1.91,1.36,19.67,放量,93327.75,2902.09,96229.84,25.46,0.79,0,1,5,0,-4059.98,11.0,台灣摩根士丹利,25635.0,,20.49,20,台灣摩根士丹利,0,台中銀-台北,58171.0,,14.46,50.48,222,0,-0.05,56.87,已取得,58.89,115.76,22.5,8.39,6.0,8.0,14.0,6.44,56.87,2026-06,-1.32,16.56,22.61,26.25,6.99,,外資與投信同買；前大買超分點約占成交 6.99%；收盤距區間均價 0.82%；連買：外0 / 投5；營收 2026-06，月增 -1.32%，年增 16.56%，累計年增 22.61%,外資買超；投信買超；融資增加；放量；接近區間高點；年線之下；主力分點連20買；營收 2026-06，月增 -1.32%，年增 16.56%，累計年增 22.61%,56.87
2026-07-29,2701,萬企,TWSE,觀光餐旅,,20,10.75,18.86,2.6,0.58,1.42,50.0,9.55,-2.27,2.38,0.009,0.85,252,-1.83,-4.44,-27.1,-74.52,-6.11,5.39,1.72,-1.59,-6.44,2.0,2026-07-24,84.49,0.02,0.15,86.32,9.52,-0.05,1.11,2026Q1,80.59,67.56,,2,0.57,18.86,15.5,20.94,0.11,10.0,3.1,0.0,0.0,0.0,0.0,,1,日均量 88 張偏低（門檻 500）,3.9,60.48,10.7527,-0.02,1760.68,142.36,88.03,83.35,1.62,0.95,9.55,放量,447.4,0.0,447.4,25.41,0.0,5,0,0,0,49.9,0.0,華南永昌-鶯歌,207.0,,10.76,4,華南永昌-鶯歌,0,元大-府城,255.0,,20.07,48.0,-360,0,8.0,54.28,已取得,54.61,108.89,22.5,14.11,6.0,6.0,6.0,-1.72,54.28,2026-06,-7.51,-3.31,-1.41,25.41,11.76,,外資主導買超；前大買超分點約占成交 11.76%；收盤距區間均價 -0.02%；連買：外5 / 投0；營收 2026-06，月增 -7.51%，年增 -3.31%，累計年增 -1.41%,外資買超；融資下降；放量；年線之下；主力分點連4買；毛利率連2升；營收 2026-06，月增 -7.51%，年增 -3.31%，累計年增 -1.41%,54.28
